MA,V,Visa_Inc.,Mastercard,Visa_z,MA_z,Visa_7_day_profit,MA_7_day_profit
566.2349853515625,337.31488037109375,1629,1192,-0.6317891113846856,-0.7787686234963817,-11.11505126953125,-11.58734130859375
564.7318115234375,333.58001708984375,1610,1308,-0.7060671921992407,-0.474844111094085,-14.292144775390625,-11.4578857421875
562.5716552734375,336.01019287109375,1503,1045,-1.0138512237712065,-1.2287878390105418,-14.989349365234375,-14.6434326171875
565.5679931640625,338.7889404296875,1541,1086,-0.9156020582628606,-1.1189601923342423,-11.15484619140625,-8.262451171875
566.2349853515625,340.0040283203125,1744,1344,-0.3786119361356763,-0.40452642808054307,-5.63720703125,3.498779296875
571.1725463867188,346.4280090332031,1539,1295,-0.9560859605079106,-0.5699568573714704,4.16314697265625,15.483642578125
574.7164306640625,344.55560302734375,1462,1263,-1.1574528647751814,-0.6885546587860027,2.639312744140625,17.273193359375
577.8223266601562,348.429931640625,1351,1085,-1.4045723599699649,-1.18467526166417,1.454132080078125,11.72698974609375
576.189697265625,347.8721618652344,1314,1060,-1.4440526272132137,-1.215694395359363,3.57550048828125,15.1878662109375
577.215087890625,350.9995422363281,1484,1169,-0.9589136412140783,-0.8627109303054835,16.951446533203125,29.10174560546875
573.8304443359375,349.94378662109375,1486,1079,-0.9353617409041867,-1.1022092881329035,9.431793212890625,14.6627197265625
562.7362060546875,345.6412353515625,1701,1290,-0.368340658047441,-0.4774038461543321,2.619415283203125,-1.80419921875
555.6889038085938,342.2648620605469,1443,1602,-1.0216767552685502,0.4209142347235321,-3.545654296875,-14.5032958984375
557.4432373046875,341.9162902832031,1476,1138,-1.0048437044395462,-1.0714871177251766,-2.05169677734375,-12.08111572265625
566.0953369140625,346.9757995605469,1536,1222,-0.8300780028835638,-0.7551937177793931,2.410247802734375,-5.831298828125
561.0018310546875,344.2966613769531,1499,1214,-0.9366272121937077,-0.7611936518168425,-1.683197021484375,-10.8250732421875
548.1133422851562,334.048095703125,1375,1102,-1.4641393173676582,-1.2294959340873197,-12.3699951171875,-22.40771484375
559.167724609375,340.5119934082031,1407,1204,-1.344287982155073,-0.7456907982416741,-4.989776611328125,-4.94403076171875
564.5404052734375,343.0218200683594,1433,1248,-1.1961018589322965,-0.5184196476454024,3.117401123046875,11.74212646484375
570.1921997070312,345.8105163574219,1548,1165,-0.7185278505041737,-0.8958551797315017,2.17120361328125,18.29107666015625
569.5243530273438,343.9679870605469,1459,1165,-1.165945452999612,-0.9478453423332404,4.601409912109375,19.30780029296875
571.9266357421875,344.5655517578125,1303,1152,-1.9247572366752588,-1.013245730003783,9.02349853515625,29.6046142578125
571.826904296875,345.9798583984375,1299,1079,-1.8487232372916413,-1.4252738816124428,7.051483154296875,20.852783203125
570.5210571289062,346.4180908203125,1344,1212,-1.5439551791642012,-0.568412628087709,7.7486572265625,18.98870849609375
564.1117553710938,345.50177001953125,1708,1392,0.35031029528590385,0.5667182531289813,9.899932861328125,12.60931396484375
552.7982788085938,339.9044189453125,1527,1265,-0.5806753233998756,-0.19672169296358605,5.238800048828125,2.60162353515625
551.901123046875,343.6393127441406,1503,1266,-0.6875776961797057,-0.1744998597794695,10.138946533203125,0.7176513671875
550.216552734375,339.3665771484375,1230,1121,-1.9888809759400041,-1.1067484578341291,1.8126220703125,-6.33953857421875
542.322021484375,335.54205322265625,1700,1228,0.3859937791569387,-0.36476992518942375,-2.640594482421875,-17.10479736328125
550.97412109375,338.9283752441406,55660,1299,7.346930506983801,0.13641154891983204,3.53997802734375,-2.8109130859375
551.5323486328125,338.66943359375,1316,1242,-0.1752137083372781,-0.2532603860786747,9.328582763671875,7.5556640625
551.50244140625,335.6018371582031,1308,1181,-0.17529106413912157,-0.6527077928537633,10.522186279296875,16.37725830078125
550.1966552734375,334.6656188964844,1559,1245,-0.14042058112750833,-0.20959579871760745,14.146575927734375,24.3116455078125
551.1834716796875,333.5003662109375,1465,1259,-0.15269287852217903,-0.09196304707468371,10.04736328125,22.52740478515625
556.5560913085938,337.553955078125,1429,1360,-0.15719667493088624,0.5969603234655435,14.450225830078125,30.37200927734375
559.4268188476562,338.1826477050781,1439,1617,-0.15603094767265666,2.222050752399571,10.8775634765625,20.76300048828125
553.7850341796875,335.3883972167969,1722,1440,-0.11661592707250605,1.017808913935751,6.76605224609375,17.6630859375
543.9766845703125,329.3408508300781,1579,1504,-0.13547213881630632,1.615947465528171,-4.500732421875,-0.737548828125
535.1251831054688,325.07965087890625,1611,1280,-0.13076351910639203,0.03841443918098508,-8.023468017578125,-8.05401611328125
525.885009765625,320.51904296875,1577,1381,-0.13521099223303693,0.7691494158327663,-13.23272705078125,-22.87628173828125
528.6560668945312,323.4530029296875,1644,1340,-0.1261126210428153,0.45045765179709235,-6.257110595703125,-13.56622314453125
526.18408203125,323.1037292480469,1639,1231,-0.12615308004801434,-0.34557842903083813,-5.83795166015625,-17.97198486328125
