Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
AAL,AJG,AMD,AMH,AMT,AON,APD,AVB,AZO,BAC,BKR,C,CCI,CCL,CDNS,CHD,CLX,CME,CPT,CSX,CVX,DAL,DHI,EQR,FDX,HAL,HD,HLT,ICE,INTC,INVH,JPM,KO,LEN,LIN,LMT,LOW,MA,MAR,MCO,MRSH,NCLH,NOC,NSC,ORLY,PEP,RCL,ROST,RSG,SBAC,SLB,SNPS,SPGI,SYK,T,TJX,UAL,UPS,V,VZ,WM,XOM,ZBH,AAL,AJG,AMD,AMH,AMT,AON,APD,AVB,AZO,BAC,BKR,C,CCI,CCL,CDNS,CHD,CLX,CME,CPT,CSX,CVX,DAL,DHI,EQR,FDX,HAL,HD,HLT,ICE,INTC,INVH,JPM,KO,LEN,LIN,LMT,LOW,MA,MAR,MCO,MRSH,NCLH,NOC,NSC,ORLY,PEP,RCL,ROST,RSG,SBAC,SLB,SNPS,SPGI,SYK,T,TJX,UAL,UPS,V,VZ,WM,XOM,ZBH,AAL,AJG,AMD,AMH,AMT,AON,APD,AVB,AZO,BAC,BKR,C,CCI,CCL,CDNS,CHD,CLX,CME,CPT,CSX,CVX,DAL,DHI,EQR,FDX,HAL,HD,HLT,ICE,INTC,INVH,JPM,KO,LEN,LIN,LMT,LOW,MA,MAR,MCO,MRSH,NCLH,NOC,NSC,ORLY,PEP,RCL,ROST,RSG,SBAC,SLB,SNPS,SPGI,SYK,T,TJX,UAL,UPS,V,VZ,WM,XOM,ZBH,AAL,AJG,AMD,AMH,AMT,AON,APD,AVB,AZO,BAC,BKR,C,CCI,CCL,CDNS,CHD,CLX,CME,CPT,CSX,CVX,DAL,DHI,EQR,FDX,HAL,HD,HLT,ICE,INTC,INVH,JPM,KO,LEN,LIN,LMT,LOW,MA,MAR,MCO,MRSH,NCLH,NOC,NSC,ORLY,PEP,RCL,ROST,RSG,SBAC,SLB,SNPS,SPGI,SYK,T,TJX,UAL,UPS,V,VZ,WM,XOM,ZBH,AAL,AJG,AMD,AMH,AMT,AON,APD,AVB,AZO,BAC,BKR,C,CCI,CCL,CDNS,CHD,CLX,CME,CPT,CSX,CVX,DAL,DHI,EQR,FDX,HAL,HD,HLT,ICE,INTC,INVH,JPM,KO,LEN,LIN,LMT,LOW,MA,MAR,MCO,MRSH,NCLH,NOC,NSC,ORLY,PEP,RCL,ROST,RSG,SBAC,SLB,SNPS,SPGI,SYK,T,TJX,UAL,UPS,V,VZ,WM,XOM,ZBH
11.84000015258789,208.11000061035156,360.5400085449219,31.950000762939453,181.61000061035156,311.510009765625,301.07000732421875,183.4499969482422,3594.080078125,53.2400016784668,69.12000274658203,127.44000244140625,89.26000213623047,26.65999984741211,340.94000244140625,96.0199966430664,87.11000061035156,289.5400085449219,104.44999694824219,45.09000015258789,190.6300048828125,68.9800033569336,149.97999572753906,65.16999816894531,393.6700134277344,41.65999984741211,323.8800048828125,318.6099853515625,154.75,99.62000274658203,28.530000686645508,312.4700012207031,78.58000183105469,88.44999694824219,507.9200134277344,512.77001953125,233.3300018310547,495.4599914550781,354.9700012207031,455.7699890136719,166.17999267578125,18.809999465942383,568.1400146484375,315.8999938964844,96.66999816894531,157.41000366210938,265.54998779296875,228.83999633789062,206.55999755859375,218.5800018310547,56.91999816894531,489.0199890136719,426.05999755859375,294.7300109863281,26.1200008392334,156.8300018310547,92.5199966430664,107.56999969482422,328.0299987792969,48.11000061035156,228.77000427246094,152.75,82.9000015258789,12.210000038146973,218.8800048828125,362.7900085449219,32.02000045776367,184.11000061035156,326.5199890136719,304.42999267578125,185.2100067138672,3729.820068359375,54.060001373291016,70.0,130.47999572753906,90.5,27.309999465942383,342.3699951171875,100.62000274658203,91.1500015258789,291.1099853515625,106.30999755859375,45.540000915527344,194.08999633789062,70.75,154.42999267578125,66.27999877929688,403.8500061035156,42.459999084472656,330.5199890136719,327.7099914550781,161.0,100.44999694824219,28.81999969482422,316.0799865722656,79.63999938964844,91.12000274658203,521.280029296875,519.5800170898438,239.1699981689453,509.0,363.75,469.8800048828125,171.02999877929688,19.1200008392334,580.8599853515625,318.05999755859375,100.62999725341797,160.0,271.8800048828125,229.8699951171875,211.6999969482422,222.3800048828125,57.20000076293945,497.94000244140625,438.8800048828125,313.3399963378906,26.459999084472656,158.27999877929688,94.9800033569336,109.83999633789062,335.8500061035156,48.4900016784668,235.6199951171875,155.00999450683594,84.01000213623047,11.630000114440918,206.57000732421875,349.25,31.610000610351562,180.8699951171875,310.7300109863281,298.6499938964844,182.19000244140625,3559.3701171875,53.09000015258789,68.80999755859375,126.86000061035156,88.55999755859375,26.079999923706055,334.0,94.4800033569336,86.01000213623047,288.010009765625,102.80000305175781,45.029998779296875,189.75,67.5999984741211,149.8300018310547,64.80999755859375,393.2699890136719,41.369998931884766,323.3599853515625,316.7099914550781,154.74000549316406,92.61000061035156,28.299999237060547,311.8299865722656,78.04000091552734,88.27999877929688,502.0,512.1199951171875,233.07000732421875,492.1499938964844,354.6700134277344,455.739990234375,166.0,18.040000915527344,568.0900268554688,315.07000732421875,95.62000274658203,156.42999267578125,258.5899963378906,225.61000061035156,206.36000061035156,218.08999633789062,56.0,485.44000244140625,425.6000061035156,294.54998779296875,26.06999969482422,156.0,89.23999786376953,106.94999694824219,327.92999267578125,47.810001373291016,228.2899932861328,151.1300048828125,82.16000366210938,11.84000015258789,217.0,351.8699951171875,31.889999389648438,183.77000427246094,326.5199890136719,304.0,183.00999450683594,3720.0,53.689998626708984,69.38999938964844,128.63999938964844,89.20999908447266,26.6299991607666,336.5,98.4800033569336,90.98999786376953,289.3399963378906,106.05999755859375,45.47999954223633,191.3000030517578,68.30000305175781,154.16000366210938,65.45999908447266,403.0,42.459999084472656,330.1000061035156,325.739990234375,159.05999755859375,93.19999694824219,28.700000762939453,313.95001220703125,79.29000091552734,90.80999755859375,503.3599853515625,517.9500122070312,238.35000610351562,506.0,357.5,466.3900146484375,168.94000244140625,18.149999618530273,578.75,318.05999755859375,100.0,159.5500030517578,265.7699890136719,225.61000061035156,211.0500030517578,222.0,56.43000030517578,491.1600036621094,435.4599914550781,313.3399963378906,26.309999465942383,157.11000061035156,90.19000244140625,109.37999725341797,332.8800048828125,48.290000915527344,234.5500030517578,152.61000061035156,82.76000213623047,49065800,2392400,34173000,2481100,1943200,1822700,1028400,744700,251000,24823400,5440300,10615100,3292600,21919000,1825700,3604100,13251600,2019700,1792000,6244700,10431400,9130400,2184000,2334000,1071000,9612600,3864500,1732900,3222100,157427100,4855700,6133200,12608800,2184900,2577800,1402200,1879500,4529800,1001500,811300,2482100,31353600,646000,922200,7531600,4447300,2598400,1619400,1243400,613200,9710600,845900,1057800,4518500,30987900,4125500,8298400,4224100,6725400,24097700,1347000,15453300,2724100
